"person_id","first_name","last_name","display_first_last","display_last_comma_first","display_fi_last","birthdate","school","country","last_affiliation","height","weight","season_exp","jersey","position","rosterstatus","team_id","team_name","team_abbreviation","team_code","team_city","playercode","from_year","to_year","dleague_flag"
203129,"Tornike","Shengelia","Tornike Shengelia","Shengelia, Tornike","T. Shengelia","1991-10-05T00:00:00","Belgium","Georgia","Spirou Charleroi (Spain)/Georgia","",NA,0,"","","Inactive",0,"","","","","tornike_shengelia","2012","2013","Y"
203130,"Darius","Johnson-Odom","Darius Johnson-Odom","Johnson-Odom, Darius","D. Johnson-Odom","1989-09-28T00:00:00","Marquette","USA","Marquette/USA","",NA,0,"","","Inactive",0,"","","","","darius_johnson-odom","2012","2013","Y"
203133,"Robbie","Hummel","Robbie Hummel","Hummel, Robbie","R. Hummel","1989-03-08T00:00:00","Purdue","USA","Purdue/USA","6-9","219",1,"4","Forward","Active",1610612750,"Timberwolves","MIN","timberwolves","Minnesota","robbie_hummel","2013","2014","N"
203135,"Robert","Sacre","Robert Sacre","Sacre, Robert","R. Sacre","1989-06-06T00:00:00","Gonzaga","Canada","Canada","7-0","270",2,"50","Center","Active",1610612747,"Lakers","LAL","lakers","Los Angeles","robert_sacre","2012","2014","Y"
203136,"Ognjen","Kuzmic","Ognjen Kuzmic","Kuzmic, Ognjen","O. Kuzmic","1990-05-16T00:00:00"," ","Boznia & Herzegovina","Boznia & Herzegovina","7-0","260",1,"1","Center","Active",1610612744,"Warriors","GSW","warriors","Golden State","ognjen_kuzmic","2013","2014","Y"
203138,"Hollis","Thompson","Hollis Thompson","Thompson, Hollis","H. Thompson","1991-04-03T00:00:00","Georgetown","USA","Georgetown/USA","6-8","206",1,"31","Guard-Forward","Active",1610612755,"76ers","PHI","sixers","Philadelphia","hollis_thompson","2013","2014","Y"
203139,"Viacheslav","Kravtsov","Viacheslav Kravtsov","Kravtsov, Viacheslav","V. Kravtsov","1987-08-25T00:00:00","Ukraine","Ukraine","Ukraine","",NA,0,"","","Inactive",0,"","","","","viacheslav_kravtsov","2012","2013","N"
203141,"Mirza","Teletovic","Mirza Teletovic","Teletovic, Mirza","M. Teletovic","1985-09-17T00:00:00","Bosnia","Boznia & Herzegovina","Caja Laboral Vitoria (Spain)/Boznia & Herzegovina","6-9","242",2,"33","Forward","Active",1610612751,"Nets","BKN","nets","Brooklyn","mirza_teletovic","2012","2014","N"
203142,"Chris","Copeland","Chris Copeland","Copeland, Chris","C. Copeland","1984-03-17T00:00:00","Colorado","USA","Colorado/USA","6-8","235",2,"22","Forward","Active",1610612754,"Pacers","IND","pacers","Indiana","chris_copeland","2012","2014","N"
203143,"Pablo","Prigioni","Pablo Prigioni","Prigioni, Pablo","P. Prigioni","1977-05-17T00:00:00","Argentina","Argentina","Caja Laboral (Spain)/Argentina","6-3","185",2,"9","Guard","Active",1610612745,"Rockets","HOU","rockets","Houston","pablo_prigioni","2012","2014","N"
203144,"Alexey","Shved","Alexey Shved","Shved, Alexey","A. Shved","1988-12-16T00:00:00","Russia","Russia","Russia","6-6","187",2,"1","Guard","Active",1610612752,"Knicks","NYK","knicks","New York","alexey_shved","2012","2014","N"
203145,"Kent","Bazemore","Kent Bazemore","Bazemore, Kent","K. Bazemore","1989-07-01T00:00:00","Old Dominion","USA","Old Dominion/USA","6-5","201",2,"24","Guard","Active",1610612737,"Hawks","ATL","hawks","Atlanta","kent_bazemore","2012","2014","Y"
203146,"Maalik","Wayns","Maalik Wayns","Wayns, Maalik","M. Wayns","1991-05-02T00:00:00","Villanova","USA","Villanova/USA","",NA,0,"","","Inactive",0,"","","","","maalik_wayns","2012","2013","Y"
203147,"Chris","Smith","Chris Smith","Smith, Chris","C. Smith","1987-10-13T00:00:00","Louisville","USA","Louisville/USA","",NA,0,"","","Inactive",0,"","","","","chris_smith","2013","2013","Y"
203148,"Brian","Roberts","Brian Roberts","Roberts, Brian","B. Roberts","1985-12-03T00:00:00","Dayton","USA","Dayton/USA","6-1","173",2,"22","Guard","Active",1610612766,"Hornets","CHA","hornets","Charlotte","brian_roberts","2012","2014","N"
203149,"Michael","Eric","Michael Eric","Eric, Michael","M. Eric","1900-01-01T00:00:00",NA,NA,NA,"",NA,0,"","","Inactive",0,"","","","","micheal_eric",NA,NA,"N"
203153,"Reeves","Nelson","Reeves Nelson","Nelson, Reeves","R. Nelson","1991-09-18T00:00:00","UCLA",NA,"UCLA/USA","",NA,0,"","","Inactive",0,"","","","","reeves_nelson",NA,NA,"Y"
203155,"Oscar","Bellfield","Oscar Bellfield","Bellfield, Oscar","O. Bellfield","1990-01-11T00:00:00","Nevada-Las Vegas",NA,"Nevada-Las Vegas/US","",NA,0,"","","Inactive",0,"","","","","oscar_bellfield",NA,NA,"Y"
203156,"Henry","Sims","Henry Sims","Sims, Henry","H. Sims","1990-03-27T00:00:00","Georgetown","USA","Georgetown/USA","6-10","248",2,"35","Center","Active",1610612755,"76ers","PHI","sixers","Philadelphia","henry_sims","2012","2014","Y"
203158,"Kevin","Jones","Kevin Jones","Jones, Kevin","K. Jones","1989-08-25T00:00:00","West Virginia","USA","West Virginia/USA","6-8","260",0,"5","Forward","Active",1610612739,"Cavaliers","CLE","cavaliers","Cleveland","kevin_jones","2012","2012","Y"
203159,"Scott","Machado","Scott Machado","Machado, Scott","S. Machado","1990-06-08T00:00:00","Iona","USA","Iona/USA","6-1","205",0,"1","Guard","Active",1610612744,"Warriors","GSW","warriors","Golden State","scott_machado","2012","2012","Y"
203162,"Ben","Hansbrough","Ben Hansbrough","Hansbrough, Ben","B. Hansbrough","1987-12-23T00:00:00","Notre Dame","USA","Notre Dame/USA","6-3","203",0,"23","Guard","Active",1610612754,"Pacers","IND","pacers","Indiana","ben_hansbrough","2012","2012","Y"
203163,"Carleton","Scott","Carleton Scott","Scott, Carleton","C. Scott","1988-10-09T00:00:00","Notre Dame",NA,"Notre Dame/USA","",NA,0,"","","Inactive",0,"","","","","carleton_scott",NA,NA,"Y"
203164,"Lance","Goulbourne","Lance Goulbourne","Goulbourne, Lance","L. Goulbourne","1989-04-06T00:00:00","Vanderbilt",NA,"Vanderbilt/USA","",NA,0,"","","Inactive",0,"","","","","lance_goulbourne",NA,NA,"Y"
203174,"Tyler","Wilkerson","Tyler Wilkerson","Wilkerson, Tyler","T. Wilkerson","1988-07-25T00:00:00","Marshall",NA,"Marshall","",NA,0,"","","Inactive",0,"","","","","tyler_wilkerson",NA,NA,"Y"
203175,"Demetri","McCamey","Demetri McCamey","McCamey, Demetri","D. McCamey","1989-02-21T00:00:00","Illinois",NA,"Illinois/USA","",NA,0,"","","Inactive",0,"","","","","demetri_mccamey",NA,NA,"Y"
203176,"Kyle","Fogg","Kyle Fogg","Fogg, Kyle","K. Fogg","1990-01-27T00:00:00","Arizona","USA","Arizona/USA","",NA,0,"","","Inactive",0,"","","","","kyle_fogg",NA,NA,"Y"
203178,"Wesley","Witherspoon","Wesley Witherspoon","Witherspoon, Wesley","W. Witherspoon","1990-01-27T00:00:00","Memphis",NA,"Memphis/US","",NA,0,"","","Inactive",0,"","","","","wesley_witherspoon",NA,NA,"Y"
203180,"Hank","Thorns","Hank Thorns","Thorns, Hank","H. Thorns","1989-01-11T00:00:00","Texas Christian",NA,"Texas Christian/US","",NA,0,"","","Inactive",0,"","","","","hank_thorns",NA,NA,"Y"
203181,"Josh","Owens","Josh Owens","Owens, Josh","J. Owens","1988-12-07T00:00:00","Stanford",NA,"Stanford/US","",NA,0,"","","Inactive",0,"","","","","josh_owens",NA,NA,"Y"
203183,"Tony","Mitchell","Tony Mitchell","Mitchell, Tony","T. Mitchell","1989-08-07T00:00:00","Alabama",NA,"Alabama","",NA,0,"","","Inactive",0,"","","","","tony_mitchell","2013","2013","Y"
203185,"Carlon","Brown","Carlon Brown","Brown, Carlon","C. Brown","1989-10-04T00:00:00","Colorado",NA,"Colorado/US","",NA,0,"","","Inactive",0,"","","","","carlon_brown",NA,NA,"N"
203186,"Willie","Reed","Willie Reed","Reed, Willie","W. Reed","1990-05-16T00:00:00","St. Louis","USA","St. Louis/USA","6-10","220",0,"58","Forward-Center","Active",1610612758,"Kings","SAC","kings","Sacramento","willie_reed","2012","2013","Y"
203187,"Chris","Johnson","Chris Johnson","Johnson, Chris","C. Johnson","1990-04-29T00:00:00","Dayton","USA","Dayton","",NA,0,"","","Inactive",0,"","","","","christapher_johnson","2012","2014","Y"
203188,"Rick","Jackson","Rick Jackson","Jackson, Rick","R. Jackson","1989-05-26T00:00:00","Syracuse",NA,"Syracuse/USA","",NA,0,"","","Inactive",0,"","","","","rick_jackson",NA,NA,"Y"
203190,"Micah","Downs","Micah Downs","Downs, Micah","M. Downs","1986-09-08T00:00:00","Gonzaga",NA,"Gonzaga/US","",NA,0,"","","Inactive",0,"","","","","micah_downs",NA,NA,"Y"
203192,"Demonte","Harper","Demonte Harper","Harper, Demonte","D. Harper","1989-06-21T00:00:00","Morehead State",NA,"Morehead State/USA","",NA,0,"","","Inactive",0,"","","","","demonte_harper",NA,NA,"Y"
203193,"Dallas","Lauderdale","Dallas Lauderdale","Lauderdale, Dallas","D. Lauderdale","1988-09-11T00:00:00","Ohio State",NA,"Ohio State/USA","",NA,0,"","","Inactive",0,"","","","","dallas_lauderdale",NA,NA,"Y"
203194,"Phil","Jones","Phil Jones","Jones, Phil","P. Jones","1985-09-02T00:00:00","North Carolina-Charlotte",NA,"North Carolina-Charlotte/USA","",NA,0,"","","Inactive",0,"","","","","phil_jones",NA,NA,"Y"
203195,"Michael","Dunigan","Michael Dunigan","Dunigan, Michael","M. Dunigan","1900-01-01T00:00:00",NA,NA,NA,"",NA,0,"","","Inactive",0,"","","","","michael_dunigan",NA,NA,"Y"
203197,"Diante","Garrett","Diante Garrett","Garrett, Diante","D. Garrett","1988-11-03T00:00:00","Iowa State","USA","Iowa State/USA","6-4","190",1,"8","Guard","Active",1610612762,"Jazz","UTA","jazz","Utah","diante_garrett","2012","2013","Y"
203198,"Kevin","Anderson","Kevin Anderson","Anderson, Kevin","K. Anderson","1988-12-21T00:00:00","Richmond",NA,"Richmond/USA","",NA,0,"","","Inactive",0,"","","","","kevin_anderson",NA,NA,"Y"
203199,"DeQuan","Jones","DeQuan Jones","Jones, DeQuan","D. Jones","1990-06-20T00:00:00","Miami","USA","Miami (Fla.)/USA","6-8","221",0,"20","Forward","Active",1610612753,"Magic","ORL","magic","Orlando","dequan_jones","2012","2012","Y"
203200,"Justin","Holiday","Justin Holiday","Holiday, Justin","J. Holiday","1989-04-05T00:00:00","Washington","USA","Washington/USA","6-6","185",1,"7","Guard","Active",1610612744,"Warriors","GSW","warriors","Golden State","justin_holiday","2012","2014","Y"
203201,"Mustapha","Farrakhan","Mustapha Farrakhan","Farrakhan, Mustapha","M. Farrakhan","1988-11-02T00:00:00","Virginia",NA,NA,"",NA,0,"","","Inactive",0,"","","","","tmp_mustapha_farrakhan",NA,NA,"N"
203203,"Chris","Wright","Chris Wright","Wright, Chris","C. Wright","1989-11-04T00:00:00","Georgetown","USA","Georgetown/USA","",NA,0,"","","Inactive",0,"","","","","chris__wright","2012","2012","Y"
203205,"Dominique","Morrison","Dominique Morrison","Morrison, Dominique","D. Morrison","1989-11-29T00:00:00","Oral Roberts",NA,"Oral Roberts/USA","",NA,0,"","","Inactive",0,"","","","","dominique_morrison",NA,NA,"Y"
203210,"JaMychal","Green","JaMychal Green","Green, JaMychal","J. Green","1990-06-21T00:00:00","Alabama",NA,NA,"",NA,0,"","","Inactive",0,"","","","",NA,"2014","2014","N"
203253,"Jazwyn","Cowan","Jazwyn Cowan","Cowan, Jazwyn","J. Cowan","1983-11-11T00:00:00","Hampton",NA,"Hampton","",NA,0,"","","Inactive",0,"","","","","jazwyn_cowan",NA,NA,"Y"
203254,"JaMychal","Green","JaMychal Green","Green, JaMychal","J. Green","1990-06-21T00:00:00","Alabama","USA","USA","6-8","230",0,"0","Forward","Active",1610612763,"Grizzlies","MEM","grizzlies","Memphis","jamychal_green","2014","2014","Y"
203255,"Alexis","Wangmene","Alexis Wangmene","Wangmene, Alexis","A. Wangmene","1989-03-01T00:00:00","Texas",NA,"Texas","",NA,0,"","","Inactive",0,"","","","","alexis_wangmene",NA,NA,"Y"
203257,"Tyler","Wilkerson","Tyler Wilkerson","Wilkerson, Tyler","T. Wilkerson","1988-07-25T00:00:00","Marshall",NA,"Marshall","",NA,0,"","","Inactive",0,"","","","","tmp_tyler_wilkerson",NA,NA,"N"
203258,"Wesley","Witherspoon","Wesley Witherspoon","Witherspoon, Wesley","W. Witherspoon","1990-01-27T00:00:00","Memphis",NA,"Memphis","",NA,0,"","","Inactive",0,"","","","","tmp_wesley_witherspoon",NA,NA,"N"
203259,"Chris","Cooper","Chris Cooper","Cooper, Chris","C. Cooper","1990-01-17T00:00:00","Old Dominion",NA,"Old Dominion","",NA,0,"","","Inactive",0,"","","","","chris_cooper",NA,NA,"Y"
203262,"Mac","Koshwal","Mac Koshwal","Koshwal, Mac","M. Koshwal","1987-10-19T00:00:00","DePaul","Sudan","DePaul/Sudan","",NA,0,"","","Inactive",0,"","","","","mac_koshwal",NA,NA,"Y"
203263,"James","Nunnally","James Nunnally","Nunnally, James","J. Nunnally","1990-07-14T00:00:00","California-Santa Barbara","USA","California-Santa Barbara/USA","",NA,0,"","","Inactive",0,"","","","","james_nunnally","2013","2013","Y"
203264,"Cam","Tatum","Cam Tatum","Tatum, Cam","C. Tatum","1988-07-20T00:00:00","Tennessee",NA,"Tennessee","",NA,0,"","","Inactive",0,"","","","","cam_tatum",NA,NA,"Y"
203266,"D'Aundray","Brown","D'Aundray Brown","Brown, D'Aundray","D. Brown","1988-10-21T00:00:00","Cleveland State",NA,"Cleveland State","",NA,0,"","","Inactive",0,"","","","","daundray_brown",NA,NA,"Y"
203267,"Michael","Eric","Michael Eric","Eric, Michael","M. Eric","1988-06-24T00:00:00","Temple",NA,"Temple","",NA,0,"","","Inactive",0,"","","","","michael_eric",NA,NA,"Y"
203268,"Jorge","Gutierrez","Jorge Gutierrez","Gutierrez, Jorge","J. Gutierrez","1988-12-27T00:00:00","UC Berkeley","Mexico","UC Berkeley/Mexico","",NA,0,"","","Inactive",0,"","","","","jorge_gutierrez","2013","2014","Y"
203271,"Titus","Robinson","Titus Robinson","Robinson, Titus","T. Robinson","1990-12-12T00:00:00","Buffalo",NA,"Buffalo","",NA,0,"","","Inactive",0,"","","","","tmp_titus_robinson",NA,NA,"Y"
203272,"Ryan","Rossiter","Ryan Rossiter","Rossiter, Ryan","R. Rossiter","1989-09-14T00:00:00","Siena",NA,"Siena","",NA,0,"","","Inactive",0,"","","","","ryan_rossiter",NA,NA,"Y"
203273,"Alex","Ruoff","Alex Ruoff","Ruoff, Alex","A. Ruoff","1986-08-29T00:00:00","West Virginia",NA,"West Virginia","",NA,0,"","","Inactive",0,"","","","","alex_ruoff",NA,NA,"Y"
203274,"Oscar","Bellfield","Oscar Bellfield","Bellfield, Oscar","O. Bellfield","1990-01-01T00:00:00","UNLV",NA,"UNLV","",NA,0,"","","Inactive",0,"","","","","tmp_oscar_bellfield",NA,NA,"N"
203275,"Brandon","Bowdry","Brandon Bowdry","Bowdry, Brandon","B. Bowdry","1988-04-25T00:00:00","Eastern Michigan",NA,"Eastern Michigan","",NA,0,"","","Inactive",0,"","","","","brandon_bowdry",NA,NA,"Y"
203276,"Demonte","Harper","Demonte Harper","Harper, Demonte","D. Harper","1900-01-01T00:00:00","Morehead State",NA,"Morehead State","",NA,0,"","","Inactive",0,"","","","","tmp_demonte_harper",NA,NA,"N"
203277,"Henry","Sims","Henry Sims","Sims, Henry","H. Sims","1990-03-27T00:00:00","Georgetown",NA,"Georgetown","",NA,0,"","","Inactive",0,"","","","","tmp_henry_sims",NA,NA,"N"
203278,"Danny","Sumner","Danny Sumner","Sumner, Danny","D. Sumner","1987-12-06T00:00:00","William & Mary",NA,"William & Mary","",NA,0,"","","Inactive",0,"","","","","danny_sumner",NA,NA,"Y"
203279,"Bryant","Austin","Bryant Austin","Austin, Bryant","B. Austin","1900-01-01T00:00:00","Indiana Tech.",NA,"Indiana Tech.","",NA,0,"","","Inactive",0,"","","","","tmp_bryant_austin",NA,NA,"Y"
203280,"Dairese","Gary","Dairese Gary","Gary, Dairese","D. Gary","1988-10-21T00:00:00","New Mexico",NA,"New Mexico","",NA,0,"","","Inactive",0,"","","","","dairese_gary",NA,NA,"Y"
203282,"Darryl","Partin","Darryl Partin","Partin, Darryl","D. Partin","1987-12-07T00:00:00","Boston U.",NA,"Boston U.","",NA,0,"","","Inactive",0,"","","","","darryl_partin",NA,NA,"Y"
203283,"Bernard","Toombs","Bernard Toombs","Toombs, Bernard","B. Toombs","1987-12-27T00:00:00","Troy State",NA,"Troy State","",NA,0,"","","Inactive",0,"","","","","tmp_bernard_toombs",NA,NA,"Y"
203284,"Jason","Warren","Jason Warren","Warren, Jason","J. Warren","1984-09-13T00:00:00","Missouri Western",NA,"Missouri Western","",NA,0,"","","Inactive",0,"","","","","tmp_jason_warren",NA,NA,"Y"
203285,"Sean","Evans","Sean Evans","Evans, Sean","S. Evans","1988-10-20T00:00:00","St. John's, N.Y.",NA,"St. John's, N.Y.","",NA,0,"","","Inactive",0,"","","","","sean_evans",NA,NA,"Y"
203286,"Garrett","Green","Garrett Green","Green, Garrett","G. Green","1989-01-26T00:00:00","San Diego State",NA,"San Diego State","",NA,0,"","","Inactive",0,"","","","","garrett_green",NA,NA,"Y"
203290,"Jai","Lucas","Jai Lucas","Lucas, Jai","J. Lucas","1988-12-05T00:00:00","Texas",NA,"Texas","",NA,0,"","","Inactive",0,"","","","","jai_lucas",NA,NA,"Y"
203292,"Justin","Hurtt","Justin Hurtt","Hurtt, Justin","J. Hurtt","1988-03-10T00:00:00","Tulsa",NA,"Tulsa","",NA,0,"","","Inactive",0,"","","","","justin_hurtt",NA,NA,"Y"
203293,"Terrence","Jennings","Terrence Jennings","Jennings, Terrence","T. Jennings","1988-11-02T00:00:00","Louisville",NA,"Louisville","",NA,0,"","","Inactive",0,"","","","","terrence_jennings",NA,NA,"Y"
203294,"Kenny","Lawson","Kenny Lawson","Lawson, Kenny","K. Lawson","1988-09-18T00:00:00","Creighton",NA,"Creighton","",NA,0,"","","Inactive",0,"","","","","kenny_lawson",NA,NA,"Y"
203295,"Liam","McMorrow","Liam McMorrow","McMorrow, Liam","L. McMorrow","1987-07-22T00:00:00","Tennessee Tech",NA,"Tennessee Tech","",NA,0,"","","Inactive",0,"","","","","liam_mcmorrow",NA,NA,"Y"
203296,"Quincy","Miller","Quincy Miller","Miller, Quincy","Q. Miller","1992-11-18T00:00:00","Baylor",NA,"Baylor","",NA,0,"","","Inactive",0,"","","","","tmp_quincy_miller","2014","2014","Y"
203298,"George","Odufuwa","George Odufuwa","Odufuwa, George","G. Odufuwa","1900-01-01T00:00:00","North Texas",NA,"North Texas","",NA,0,"","","Inactive",0,"","","","","george_odufuwa",NA,NA,"Y"
203301,"Darnell","Dodson","Darnell Dodson","Dodson, Darnell","D. Dodson","1989-09-01T00:00:00","Southern Mississippi",NA,"Southern Mississippi","",NA,0,"","","Inactive",0,"","","","","darnell_dodson",NA,NA,"Y"
203304,"Anthony","Stover","Anthony Stover","Stover, Anthony","A. Stover","1990-06-01T00:00:00","UCLA",NA,"UCLA","",NA,0,"","","Inactive",0,"","","","","anthony_stover",NA,NA,"Y"
203305,"Brian","Cusworth","Brian Cusworth","Cusworth, Brian","B. Cusworth","1984-03-09T00:00:00","Harvard",NA,"Harvard","",NA,0,"","","Inactive",0,"","","","","tmp_brian_cusworth",NA,NA,"Y"
203308,"Jeremiah","Rivers","Jeremiah Rivers","Rivers, Jeremiah","J. Rivers","1987-07-27T00:00:00","Indiana",NA,"Indiana","",NA,0,"","","Inactive",0,"","","","","jeremiah_rivers",NA,NA,"Y"
203311,"Kyle","Fogg","Kyle Fogg","Fogg, Kyle","K. Fogg","1990-01-27T00:00:00","Arizona",NA,"Arizona","",NA,0,"","","Inactive",0,"","","","","tmp_kyle_fogg",NA,NA,"N"
203312,"Chris","Johnson","Chris Johnson","Johnson, Chris","C. Johnson","1990-04-29T00:00:00","Dayton",NA,"Dayton","",NA,0,"","","Inactive",0,"","","","","tmp_chris_johnson",NA,NA,"N"
203314,"Demetri","McCamey","Demetri McCamey","McCamey, Demetri","D. McCamey","1989-02-21T00:00:00","Illinois",NA,"Illinois","",NA,0,"","","Inactive",0,"","","","","tmp_demetri_mccamey",NA,NA,"N"
203315,"Toure","Murry","Toure Murry","Murry, Toure","T. Murry","1989-11-08T00:00:00","Wichita State","USA","Wichita State/USA","",NA,0,"","","Inactive",0,"","","","","toure_murry","2013","2014","Y"
203316,"Reeves","Nelson","Reeves Nelson","Nelson, Reeves","R. Nelson","1900-01-01T00:00:00","UCLA",NA,"UCLA","",NA,0,"","","Inactive",0,"","","","","tmp_reeves_nelson",NA,NA,"N"
203317,"Tim","Ohlbrecht","Tim Ohlbrecht","Ohlbrecht, Tim","T. Ohlbrecht","1988-08-30T00:00:00","Germany","Germany","Germany","6-11","255",0,"14","Center-Forward","Active",1610612745,"Rockets","HOU","rockets","Houston","tim_ohlbrecht","2012","2012","Y"
203318,"Glen","Rice Jr.","Glen Rice Jr.","Rice Jr., Glen","G. Rice Jr.","1991-01-01T00:00:00","Georgia Tech","USA","Georgia Tech/USA","",NA,0,"","","Inactive",0,"","","","","glen_rice_jr","2013","2014","Y"
203319,"Mike","Singletary","Mike Singletary","Singletary, Mike","M. Singletary","1988-09-19T00:00:00","Texas Tech",NA,"Texas Tech","",NA,0,"","","Inactive",0,"","","","","mike_singletary",NA,NA,"Y"
203322,"Ralph","Sampson","Ralph Sampson","Sampson, Ralph","R. Sampson","1990-01-05T00:00:00","Minnesota",NA,"Minnesota","",NA,0,"","","Inactive",0,"","","","","ralph_sampson",NA,NA,"Y"
203324,"Carlon","Brown","Carlon Brown","Brown, Carlon","C. Brown","1989-10-04T00:00:00","Colorado",NA,"Colorado","",NA,0,"","","Inactive",0,"","","","","carlon_brown",NA,NA,"Y"
203327,"Dan","Nwaelele","Dan Nwaelele","Nwaelele, Dan","D. Nwaelele","1984-03-05T00:00:00","Air Force",NA,NA,"",NA,0,"","","Inactive",0,"","","","","daniel_nwaelele",NA,NA,"Y"
203329,"Chaz","Crawford","Chaz Crawford","Crawford, Chaz","C. Crawford","1984-04-12T00:00:00","Drexel",NA,"Drexel","",NA,0,"","","Inactive",0,"","","","","chaz_crawford",NA,NA,"Y"
203331,"Christian","Polk","Christian Polk","Polk, Christian","C. Polk","1987-12-04T00:00:00","Texas-El Paso",NA,"Texas-El Paso","",NA,0,"","","Inactive",0,"","","","","christian_polk",NA,NA,"Y"
203334,"Shawn","Taggart","Shawn Taggart","Taggart, Shawn","S. Taggart","1985-03-26T00:00:00","Memphis",NA,"Memphis","",NA,0,"","","Inactive",0,"","","","","shawn_taggart",NA,NA,"Y"
203336,"Cliff","Tucker","Cliff Tucker","Tucker, Cliff","C. Tucker","1989-01-12T00:00:00","Maryland",NA,"Maryland","",NA,0,"","","Inactive",0,"","","","","cliff_tucker",NA,NA,"Y"
203337,"Shawn","Vanzant","Shawn Vanzant","Vanzant, Shawn","S. Vanzant","1988-10-19T00:00:00","Butler",NA,"Butler","",NA,0,"","","Inactive",0,"","","","","shawn_vanzant",NA,NA,"Y"
203338,"Daniel","Coleman","Daniel Coleman","Coleman, Daniel","D. Coleman","1985-02-13T00:00:00","Minnesota",NA,"Minnesota","",NA,0,"","","Inactive",0,"","","","","daniel_coleman",NA,NA,"Y"
203339,"Mike","Davis","Mike Davis","Davis, Mike","M. Davis","1988-10-21T00:00:00","Illinois",NA,"Illinois","",NA,0,"","","Inactive",0,"","","","","mike__davis",NA,NA,"Y"
203343,"Bryant","Voiles","Bryant Voiles","Voiles, Bryant","B. Voiles","1989-04-12T00:00:00","Augustana, Ill.",NA,"Augustana, Ill.","",NA,0,"","","Inactive",0,"","","","","bryant_voiles",NA,NA,"Y"
203349,"Vernon","Lewis","Vernon Lewis","Lewis, Vernon","V. Lewis","1983-12-11T00:00:00","No College",NA,"No College","",NA,0,"","","Inactive",0,"","","","","vernon_lewis",NA,NA,"Y"
203350,"Jefferson","Mason","Jefferson Mason","Mason, Jefferson","J. Mason","1988-03-19T00:00:00","Minnesota State-Mankato",NA,"Minnesota State-Mankato","",NA,0,"","","Inactive",0,"","","","","tmp_jefferson_mason",NA,NA,"Y"
203353,"Ron","Anderson","Ron Anderson","Anderson, Ron","R. Anderson","1989-09-12T00:00:00","South Florida",NA,"South Florida","",NA,0,"","","Inactive",0,"","","","","ron_anderson",NA,NA,"Y"
203354,"Rodney","Bartholomew","Rodney Bartholomew","Bartholomew, Rodney","R. Bartholomew","1989-05-21T00:00:00","Indiana Tech.",NA,"Indiana Tech.","",NA,0,"","","Inactive",0,"","","","","rodney_bartholomew",NA,NA,"Y"
203356,"Travis","Hyman","Travis Hyman","Hyman, Travis","T. Hyman","1987-07-12T00:00:00","Bowie State",NA,"Bowie State","",NA,0,"","","Inactive",0,"","","","","travis_hyman",NA,NA,"Y"
203358,"Mario","Little","Mario Little","Little, Mario","M. Little","1987-12-29T00:00:00","Kansas",NA,"Kansas","",NA,0,"","","Inactive",0,"","","","","mario_little",NA,NA,"Y"
203359,"Andy","Rautins","Andy Rautins","Rautins, Andy","A. Rautins","1986-11-02T00:00:00","Syracuse",NA,"Syracuse","",NA,0,"","","Inactive",0,"","","","","tmp_andy_rautins",NA,NA,"N"
203360,"Dominique","Sutton","Dominique Sutton","Sutton, Dominique","D. Sutton","1986-10-20T00:00:00","No. Carolina Central",NA,"No. Carolina Central","",NA,0,"","","Inactive",0,"","","","","dominique_sutton",NA,NA,"Y"
203361,"Tony","Taylor","Tony Taylor","Taylor, Tony","T. Taylor","1990-08-09T00:00:00","George Washington",NA,"George Washington","",NA,0,"","","Inactive",0,"","","","","tony_taylor",NA,NA,"Y"
203362,"Hollis","Thompson","Hollis Thompson","Thompson, Hollis","H. Thompson","1991-04-03T00:00:00","Georgetown",NA,"Georgetown","",NA,0,"","","Inactive",0,"","","","","tmp_hollis_thompson",NA,NA,"N"
203363,"Isaiah","Wilkerson","Isaiah Wilkerson","Wilkerson, Isaiah","I. Wilkerson","1990-11-13T00:00:00","NJIT",NA,"NJIT","",NA,0,"","","Inactive",0,"","","","","isiah_wilkerson",NA,NA,"Y"
203366,"Scott","Machado","Scott Machado","Machado, Scott","S. Machado","1990-06-08T00:00:00","Iona",NA,"Iona","",NA,0,"","","Inactive",0,"","","","","tmp_scott_machado",NA,NA,"N"
203367,"Donatas","Motiejunas","Donatas Motiejunas","Motiejunas, Donatas","D. Motiejunas","1990-09-20T00:00:00","Lithuania",NA,"Lithuania","",NA,0,"","","Inactive",0,"","","","","donatas_montejunas",NA,NA,"N"
203377,"Ramone","Moore","Ramone Moore","Moore, Ramone","R. Moore","1989-05-27T00:00:00","Temple",NA,"Temple","",NA,0,"","","Inactive",0,"","","","","ramone_moore",NA,NA,"Y"
203379,"Matt","Dickey","Matt Dickey","Dickey, Matt","M. Dickey","1989-11-18T00:00:00","UNC-Asheville",NA,"UNC-Asheville","",NA,0,"","","Inactive",0,"","","","","tmp_matt_dickey",NA,NA,"Y"
203382,"Aron","Baynes","Aron Baynes","Baynes, Aron","A. Baynes","1986-12-09T00:00:00","Washington State","Australia","Washington State/Australia","6-10","260",2,"16","Center-Forward","Active",1610612759,"Spurs","SAS","spurs","San Antonio","aron_baynes","2012","2014","Y"
203385,"Garrett","Stutz","Garrett Stutz","Stutz, Garrett","G. Stutz","1990-02-10T00:00:00","Wichita State",NA,"Wichita State","",NA,0,"","","Inactive",0,"","","","","garrett_stutz",NA,NA,"Y"
